AICS-12_36,20160705_S03_037.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_37,20160705_S03_038.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_38,20160705_S03_039.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_39,20160705_S03_040.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_40,20160705_S03_041.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_41,20160705_S03_042.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_42,20160705_S03_043.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_43,20160705_S03_044.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_44,20160705_S03_045.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_45,20160705_S03_046.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_46,20160705_S03_047.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_47,20160705_S03_048.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_48,20160705_S03_049.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_49,20160705_S03_050.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_50,20160705_S03_051.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_51,20160705_S03_052.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_52,20160705_S03_053.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_53,20160705_S03_054.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_54,20160705_S03_055.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_55,20160705_S03_056.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_56,20160705_S03_057.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_57,20160705_S03_058.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_58,20160705_S03_059.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_59,20160705_S03_060.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160705
AICS-12_60,20170116_C01_001.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_61,20170116_C01_002.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_62,20170116_C01_003.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_63,20170116_C01_004.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_64,20170116_C01_005.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_65,20170116_C01_006.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_66,20170116_C01_007.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_67,20170116_C01_008.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_68,20170116_C01_010.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_69,20170116_C01_011.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_70,20170116_C01_012.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_71,20170116_C01_013.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_72,20170116_C01_014.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_73,20170116_C01_015.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_74,20170116_C01_016.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_75,20170116_C01_017.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_76,20170116_C01_018.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_77,20170116_C01_019.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_78,20170116_C01_020.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_79,20170116_C01_021.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_80,20170116_C01_022.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_81,20170116_C01_023.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_82,20170116_C01_024.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_83,20170116_C01_025.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_84,20170116_C01_026.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_85,20170116_C01_027.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_86,20170116_C01_028.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_87,20170116_C01_029.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_88,20170116_C01_030.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_89,20170116_C01_031.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_90,20170116_C01_032.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_91,20170116_C01_033.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_92,20170116_C01_034.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_93,20170116_C01_035.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_94,20170116_C01_036.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_95,20170116_C01_037.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_96,20170116_C01_038.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170116
AICS-12_97,3500000468_100X_20170124_E05_P01.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_98,3500000468_100X_20170124_E05_P02.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_99,3500000468_100X_20170124_E05_P03.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_100,3500000468_100X_20170124_E05_P04.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_101,3500000468_100X_20170124_E06_P05.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_102,3500000468_100X_20170124_E06_P06.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_103,3500000468_100X_20170124_E06_P07.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_104,3500000468_100X_20170124_E07_P09.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_105,3500000468_100X_20170124_E07_P10.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_106,3500000468_100X_20170124_E07_P11.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_107,3500000468_100X_20170124_E07_P12.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_108,3500000468_100X_20170124_E07_P13.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_109,3500000468_100X_20170124_E07_P15.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_110,3500000468_100X_20170124_E07_P16.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_111,3500000468_100X_20170124_E08_P17.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_112,3500000468_100X_20170124_E08_P18.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_113,3500000468_100X_20170124_E08_P19.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_114,3500000468_100X_20170124_E08_P20.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_115,3500000468_100X_20170124_E08_P21.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_116,3500000468_100X_20170124_E08_P22.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_117,3500000468_100X_20170124_E08_P23.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_118,3500000468_100X_20170124_F05_P36.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_119,3500000468_100X_20170124_F05_P38.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_120,3500000468_100X_20170124_F05_P39.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_121,3500000468_100X_20170124_F05_P40.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_122,3500000468_100X_20170124_F06_P33.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_123,3500000468_100X_20170124_F06_P35.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_124,3500000468_100X_20170124_F07_P24.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_125,3500000468_100X_20170124_F07_P25.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_126,3500000468_100X_20170124_F07_P26.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_127,3500000468_100X_20170124_F07_P27.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_128,3500000468_100X_20170124_F07_P29.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_129,3500000468_100X_20170124_F07_P30.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_130,3500000468_100X_20170124_F07_P31.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_131,3500000468_100X_20170124_F07_P32.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000468\ZSD3\100X_zstack
AICS-12_132,20170124_C07_002.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_133,20170124_C07_003.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_134,20170124_C07_004.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_135,20170124_C07_005.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_136,20170124_C07_006.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_137,20170124_C07_007.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_138,20170124_C07_008.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_139,20170124_C07_009.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_140,20170124_C07_010.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_141,20170124_C07_011.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_142,20170124_C07_012.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_143,20170124_C07_013.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_144,20170124_C07_014.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_145,20170124_C07_015.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_146,20170124_C07_016.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_147,20170124_C07_017.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_148,20170124_C07_018.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_149,20170124_C07_019.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_150,20170124_C07_020.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_151,20170124_C07_021.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_152,20170124_C07_022.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_153,20170124_C07_023.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_154,20170124_C07_024.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_155,20170124_C07_025.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_156,20170124_C07_026.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_157,20170124_C07_027.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_158,20170124_C07_028.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_159,20170124_C07_029.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_160,20170124_C07_030.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_161,20170124_C07_031.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_162,20170124_C07_032.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_163,20170124_C07_033.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_164,20170124_C07_034.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_165,20170124_C07_035.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_166,20170124_C07_036.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_167,20170124_C07_037.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_168,20170124_C07_038.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_169,20170124_C07_039.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_170,20170124_C07_040.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_171,20170124_C07_041.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_172,20170124_C07_042.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_173,20170124_C07_043.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_174,20170124_C07_044.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_175,20170124_C07_045.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_176,20170124_C07_046.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_177,20170124_C07_047.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_178,20170124_C07_048.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_179,20170124_C07_049.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_180,20170124_C07_050.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_181,20170124_C07_051.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_182,20170124_C07_052.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_183,20170124_C07_053.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_184,20170124_C07_054.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_185,20170124_C07_055.czi,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Caroline\2017\20170124
AICS-12_186,3500000572_100X_20170210_E06_P03.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_187,3500000572_100X_20170210_E06_P04.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_188,3500000572_100X_20170210_E06_P05.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_189,3500000572_100X_20170210_E06_P11.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_190,3500000572_100X_20170210_E06_P13.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_191,3500000572_100X_20170210_E06_P16.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_192,3500000572_100X_20170210_E06_P17.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_193,3500000572_100X_20170210_E06_P18.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_194,3500000572_100X_20170210_E06_P20.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_195,3500000572_100X_20170210_E06_P21.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_196,3500000572_100X_20170210_E06_P22.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_197,3500000572_100X_20170210_E06_P23.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_198,3500000572_100X_20170210_E06_P24.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_199,3500000572_100X_20170210_E06_P26.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_200,3500000572_100X_20170210_E07_P29.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_201,3500000572_100X_20170210_E07_P30.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_202,3500000572_100X_20170210_E07_P34.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_203,3500000572_100X_20170210_E07_P35.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_204,3500000572_100X_20170210_E07_P37.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_205,3500000572_100X_20170210_E07_P38.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
AICS-12_206,3500000572_100X_20170210_E07_P39.czi,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000572\ZSD2\100X_zstack
